FOTOMETRÍA ABSOLUTA

ESTRELLAS DE CALIBRADO:
   C1: 12.908
   C2: 12.48
   C3: 12.747
   C4: 11.713

(814) TAURIS                        13.1
FECHA J GEO           MAG      +/-         MAG      +/-
2459448.57551      12.521    0.004      13.050    0.005
2459448.57762      12.534    0.004      13.036    0.005
2459448.57971      12.506    0.004      13.068    0.005
2459448.58181      12.519    0.004      13.041    0.005
2459448.58391      12.542    0.004      13.059    0.005
2459448.58601      12.539    0.004      13.006    0.005
2459448.58810      12.532    0.004      13.022    0.005
2459448.59021      12.532    0.004      13.043    0.005
2459448.59230      12.519    0.004      13.028    0.005
2459448.59440      12.537    0.004      13.061    0.005
2459448.59650      12.524    0.004      13.073    0.005
2459448.59860      12.551    0.004      13.098    0.005
2459448.60071      12.547    0.004      13.044    0.005
2459448.60281      12.550    0.004      13.063    0.005
2459448.60491      12.540    0.004      13.052    0.005
2459448.60747      12.537    0.003      13.093    0.004
2459448.61025      12.547    0.003      13.075    0.004
2459448.61306      12.547    0.003      13.068    0.004
2459448.64659      12.553    0.003      13.098    0.004
2459448.64938      12.549    0.003      13.067    0.004
2459448.65218      12.559    0.003      13.085    0.004
2459448.65497      12.547    0.003      13.073    0.004
2459448.65777      12.545    0.003      13.068    0.004
2459448.66056      12.541    0.003      13.064    0.004
2459448.66336      12.538    0.003      13.069    0.004
2459448.66615      12.534    0.003      13.057    0.004
2459448.66895      12.526    0.003      13.068    0.004
2459448.67174      12.538    0.003      13.083    0.004
2459448.67454      12.536    0.003      13.074    0.004
2459448.67733      12.534    0.003      13.077    0.004
2459448.68013      12.534    0.003      13.080    0.004
2459448.68292      12.535    0.003      13.080    0.004
2459448.68572      12.538    0.003      13.069    0.004
2459448.68851      12.538    0.003      13.071    0.004
2459448.69131      12.528    0.003      13.078    0.004
2459448.70059      12.534    0.003      13.108    0.004
2459448.70338      12.537    0.003      13.093    0.004
2459448.70617      12.527    0.003      13.122    0.004
2459448.70897      12.526    0.003      13.118    0.004
2459448.71176      12.528    0.003      13.119    0.004
2459448.71455      12.524    0.003      13.115    0.004
2459448.71735      12.524    0.003      13.112    0.004
2459448.72014      12.532    0.003      13.106    0.004
2459448.72293      12.529    0.003      13.100    0.004
2459448.72573      12.516    0.003      13.113    0.004
2459448.72852      12.519    0.003      13.101    0.004
2459448.73132      12.518    0.003      13.129    0.004
2459448.73411      12.512    0.003      13.111    0.004
2459448.73690      12.530    0.003      13.102    0.004
2459448.73970      12.512    0.003      13.093    0.004
2459448.74249      12.505    0.003      13.078    0.004
2459448.74529      12.515    0.003      13.076    0.004
2459448.74808      12.523    0.003      13.097    0.004
2459448.75087      12.519    0.003      13.093    0.004
2459448.75366      12.516    0.003      13.086    0.004
2459448.75646      12.515    0.003      13.070    0.004
2459448.75925      12.521    0.003      13.085    0.004
2459448.76205      12.510    0.003      13.093    0.004
2459448.76484      12.504    0.003      13.082    0.004
2459448.76764      12.492    0.003      13.070    0.004
2459448.77043      12.496    0.003      13.103    0.004
2459448.77322      12.497    0.003      13.058    0.004
2459448.77602      12.495    0.003      13.056    0.004
2459448.77881      12.506    0.003      13.077    0.004
2459448.78160      12.497    0.003      13.096    0.004
2459448.78440      12.499    0.003      13.077    0.004
2459448.78719      12.499    0.003      13.111    0.004
2459448.78998      12.491    0.003      13.086    0.004
2459448.79278      12.484    0.003      13.086    0.004
2459448.79557      12.488    0.003      13.071    0.004
2459448.79836      12.479    0.003      13.086    0.004
2459448.80116      12.481    0.003      13.086    0.004
2459448.80395      12.486    0.003      13.079    0.004
2459448.80674      12.488    0.003      13.106    0.004
2459448.80953      12.494    0.003      13.088    0.004
2459449.47389      12.515    0.003      13.061    0.004
2459449.47668      12.521    0.003      13.083    0.004
2459449.48086      12.491    0.003      13.072    0.005
2459449.48365      12.521    0.003      13.097    0.005
2459449.48645      12.519    0.003      13.085    0.004
2459449.48924      12.506    0.003      13.101    0.005
2459449.49204      12.496    0.003      13.094    0.004
2459449.49484      12.521    0.003      13.085    0.004
2459449.49765      12.522    0.003      13.079    0.004
2459449.50045      12.502    0.003      13.067    0.004
2459449.50325      12.527    0.003      13.098    0.004
2459449.50604      12.509    0.003      13.066    0.004
2459449.50884      12.507    0.003      13.080    0.004
2459449.51163      12.515    0.003      13.067    0.004
2459449.51443      12.518    0.003      13.083    0.004
2459449.51722      12.521    0.003      13.057    0.004
2459449.52002      12.525    0.003      13.072    0.004
2459449.52281      12.519    0.003      13.062    0.004
2459449.52561      12.523    0.003      13.074    0.004
2459449.52840      12.533    0.003      13.065    0.004
2459449.53119      12.541    0.003      13.092    0.004
2459449.53399      12.528    0.003      13.073    0.004
2459449.53678      12.543    0.003      13.080    0.004
2459449.53958      12.528    0.003      13.058    0.004
2459449.54237      12.540    0.003      13.063    0.004
2459449.54517      12.545    0.003      13.054    0.004
2459449.54796      12.544    0.003      13.081    0.004
2459449.55075      12.524    0.003      13.079    0.004
2459449.55355      12.529    0.003      13.065    0.004
2459449.55634      12.544    0.003      13.048    0.004
2459449.55913      12.528    0.003      13.070    0.004
2459449.56193      12.535    0.003      13.079    0.004
2459449.56472      12.553    0.003      13.069    0.004
2459449.56751      12.547    0.003      13.074    0.004
2459449.57031      12.526    0.003      13.072    0.004
2459449.57310      12.537    0.003      13.080    0.004
2459449.57589      12.520    0.003      13.093    0.004
2459449.57869      12.532    0.003      13.087    0.004
2459449.58148      12.531    0.003      13.076    0.004
2459449.58428      12.529    0.003      13.072    0.004
2459449.58715      12.524    0.003      13.073    0.004
2459449.58995      12.516    0.003      13.072    0.004
2459449.59274      12.531    0.003      13.092    0.004
2459449.59553      12.532    0.003      13.075    0.004
2459449.59833      12.529    0.003      13.091    0.004
2459449.60112      12.520    0.003      13.076    0.004
2459449.60392      12.522    0.003      13.082    0.004
2459449.60672      12.520    0.003      13.074    0.004
2459449.60951      12.520    0.003      13.063    0.004
2459449.61231      12.505    0.003      13.046    0.004
2459449.61510      12.516    0.003      13.095    0.004
2459449.61791      12.529    0.003      13.066    0.004
2459449.62069      12.521    0.003      13.065    0.004
2459449.62350      12.518    0.003      13.085    0.004
2459449.62628      12.512    0.003      13.082    0.004
2459449.62909      12.506    0.003      13.074    0.004
2459449.63190      12.513    0.003      13.072    0.004
2459449.63469      12.507    0.003      13.062    0.004
2459449.63749      12.498    0.003      13.078    0.004
2459449.64029      12.519    0.003      13.098    0.004
2459449.64308      12.514    0.003      13.077    0.004
2459449.64588      12.498    0.003      13.066    0.004
2459449.64867      12.504    0.003      13.072    0.004
2459449.65147      12.504    0.003      13.061    0.004
2459449.65426      12.512    0.003      13.072    0.004
2459449.65705      12.506    0.003      13.070    0.004
2459449.65985      12.501    0.003      13.064    0.004
2459449.66264      12.508    0.003      13.075    0.004
2459449.66543      12.499    0.003      13.085    0.004
2459449.66823      12.511    0.003      13.053    0.004
2459449.67102      12.488    0.003      13.071    0.004
2459449.67381      12.513    0.003      13.085    0.004
2459449.67661      12.522    0.003      13.078    0.004
2459449.67940      12.508    0.003      13.080    0.004
2459449.68219      12.512    0.003      13.087    0.004
2459449.68499      12.523    0.003      13.065    0.004
2459449.68778      12.501    0.003      13.089    0.004
2459449.69057      12.506    0.003      13.083    0.004
2459449.69337      12.509    0.003      13.107    0.004
2459449.69616      12.504    0.003      13.095    0.004

Observador: MMartini
FotoDif 3.109
