datetime_jd V
2459453.4666 12.549
2459453.46941 12.549
2459453.47218 12.549
2459453.47494 12.549
2459453.47771 12.549
2459453.48048 12.549
2459453.48197 12.549
2459453.4835 12.549
2459453.48802 12.549
2459453.49079 12.549
2459453.49355 12.549
2459453.49632 12.549
2459453.4991 12.549
2459453.50186 12.549
2459453.50618 12.549
2459453.50772 12.549
2459453.51049 12.549
2459453.51325 12.549
